datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-105131,2147483648,48566,0.02,0.04,4,0.0,480,540,0.0,0.0,0.474,0.474,49.0,49.0,0.0,0,0.0,0.0,0.0
20250602-105131,2147483648,48566,0.02,0.04,4,2.51,480,540,0.0,0.0,0.474,0.474,49.0,49.0,0.0,0,0.0,0.0,0.0
20250602-105131,2147483648,48566,0.02,0.04,4,5.01,543,369,0.0,0.0,1.12,1.12,105.0,105.0,0.0,10,1.0,1.0,3.29
20250602-105131,2147483648,48566,0.02,0.04,4,7.53,786,109,0.265,0.0,1.12,1.12,105.0,105.0,0.0,10,1.0,1.0,3.29
20250602-105131,2147483648,48566,0.02,0.04,4,10.03,766,74,0.0,0.6,1.12,1.12,105.0,105.0,0.0,10,1.0,1.0,3.29
20250602-105131,2147483648,48566,0.02,0.04,4,12.53,776,104,0.0,1.382,2.218,2.553,156.0,155.0,0.008,25,2.0,2.0,10.67
20250602-105131,2147483648,48566,0.02,0.04,4,15.03,730,118,0.0,1.786,2.218,2.553,156.0,155.0,0.008,25,2.0,2.0,10.67
20250602-105131,2147483648,48566,0.02,0.04,4,17.53,656,263,0.0,1.786,4.411,4.491,252.0,212.0,0.0,40,4.0,4.0,17.19
20250602-105131,2147483648,48566,0.02,0.04,4,20.05,335,143,0.918,1.786,4.411,4.491,252.0,212.0,0.0,40,4.0,4.0,17.19
20250602-105131,2147483648,48566,0.02,0.04,4,22.54,331,62,1.0,2.786,6.603,6.872,294.0,259.0,0.057,49,5.0,5.0,21.11
20250602-105131,2147483648,48566,0.02,0.04,4,25.06,291,202,0.895,3.786,6.603,6.872,294.0,259.0,0.057,49,5.0,5.0,21.11
20250602-105131,2147483648,48566,0.02,0.04,4,27.55,259,174,0.111,4.786,7.045,9.514,324.0,301.0,0.059,47,5.0,7.000000000000001,25.78
20250602-105131,2147483648,48566,0.02,0.04,4,30.07,224,279,0.0,5.786,7.045,9.514,324.0,301.0,0.059,41,5.0,7.000000000000001,25.78
20250602-105131,2147483648,48566,0.02,0.04,4,32.56,310,116,0.0,6.786,7.783,12.453,341.0,336.0,0.085,26,5.0,9.0,32.27
20250602-105131,2147483648,48566,0.02,0.04,4,35.07,279,174,0.0,7.786,7.783,12.453,341.0,336.0,0.085,26,5.0,9.0,32.27
20250602-105131,2147483648,48566,0.02,0.04,4,37.58,240,82,0.0,8.786,6.675,12.453,291.0,336.0,0.067,28,5.0,9.0,32.27
20250602-105131,2147483648,48566,0.02,0.04,4,40.08,224,330,0.503,8.786,9.332,15.521,402.0,363.0,0.053,33,7.000000000000001,11.0,37.84
20250602-105131,2147483648,48566,0.02,0.04,4,42.59,350,72,0.0,9.786,13.244,18.729,567.0,380.0,0.032,54,9.0,12.0,41.51
20250602-105131,2147483648,48566,0.02,0.04,4,45.09,344,70,0.0,10.786,13.244,18.729,567.0,380.0,0.032,54,9.0,12.0,41.51
20250602-105131,2147483648,48566,0.02,0.04,4,47.6,294,133,0.318,10.786,18.341,21.998,612.0,397.0,0.022,71,11.0,14.000000000000002,46.3
20250602-105131,2147483648,48566,0.02,0.04,4,50.1,260,304,0.0,11.786,18.341,21.998,612.0,397.0,0.022,71,11.0,14.000000000000002,46.3
20250602-105131,2147483648,48566,0.02,0.04,4,52.61,538,266,1.0,11.786,16.998,21.998,567.0,397.0,0.019,71,11.0,14.000000000000002,46.3
20250602-105131,2147483648,48566,0.02,0.04,4,55.12,760,72,0.0,12.786,22.226,25.382,617.0,415.0,0.017,80,13.0,16.0,53.31
20250602-105131,2147483648,48566,0.02,0.04,4,57.62,742,146,0.0,13.786,22.226,25.382,617.0,415.0,0.017,75,13.0,16.0,53.31
20250602-105131,2147483648,48566,0.02,0.04,4,60.13,774,103,1.0,13.786,24.635,28.89,621.0,431.0,0.063,67,16.0,18.0,59.98
20250602-105131,2147483648,48566,0.02,0.04,4,62.62,790,99,1.0,14.786,24.635,28.89,621.0,431.0,0.063,61,15.0,18.0,59.98
20250602-105131,2147483648,48566,0.02,0.04,4,65.14,763,61,1.0,15.786,22.659,28.89,595.0,431.0,0.026,61,15.0,18.0,59.98
20250602-105131,2147483648,48566,0.02,0.04,4,65.22,763,60,1.0,15.786,29.7,32.547,844.0,448.0,0.024,100,23.0,21.0,65.22
