datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-120908,2147483648,62608,0.02,0.04,4,0.0,480,540,0.0,0.0,0.513,0.513,48.0,48.0,0.0,0,0.0,0.0,0.0
20250602-120908,2147483648,62608,0.02,0.04,4,2.51,480,540,0.0,0.0,0.513,0.513,48.0,48.0,0.0,0,0.0,0.0,0.0
20250602-120908,2147483648,62608,0.02,0.04,4,5.01,543,365,0.0,0.0,1.112,1.112,110.0,110.0,0.0,6,1.0,1.0,3.22
20250602-120908,2147483648,62608,0.02,0.04,4,7.53,552,101,0.0,0.25,2.155,2.335,157.0,158.0,0.007,11,3.0,2.0,7.48
20250602-120908,2147483648,62608,0.02,0.04,4,10.03,550,171,0.0,0.883,2.155,2.335,157.0,158.0,0.007,11,2.0,2.0,7.48
20250602-120908,2147483648,62608,0.02,0.04,4,12.54,703,75,0.0,1.635,4.033,4.105,231.0,207.0,0.0,16,4.0,4.0,11.84
20250602-120908,2147483648,62608,0.02,0.04,4,15.03,744,86,0.765,1.635,4.033,4.105,231.0,207.0,0.0,16,4.0,4.0,11.84
20250602-120908,2147483648,62608,0.02,0.04,4,17.54,704,107,0.071,2.635,4.033,4.105,231.0,207.0,0.0,15,3.0,4.0,11.84
20250602-120908,2147483648,62608,0.02,0.04,4,20.04,723,227,0.086,3.241,5.565,6.289,285.0,250.0,0.0,28,6.0,5.0,19.24
20250602-120908,2147483648,62608,0.02,0.04,4,22.55,420,66,1.0,3.241,5.565,6.289,285.0,250.0,0.0,28,6.0,5.0,19.24
20250602-120908,2147483648,62608,0.02,0.04,4,25.05,418,102,0.0,5.241,5.565,6.289,285.0,250.0,0.0,19,5.0,5.0,19.24
20250602-120908,2147483648,62608,0.02,0.04,4,27.55,384,62,1.0,5.241,3.361,6.289,216.0,250.0,0.049,27,5.0,5.0,19.24
20250602-120908,2147483648,62608,0.02,0.04,4,30.07,390,201,0.405,6.241,6.812,8.686,378.0,283.0,0.038,44,8.0,7.000000000000001,27.81
20250602-120908,2147483648,62608,0.02,0.04,4,32.57,427,272,0.0,7.241,6.812,8.686,378.0,283.0,0.038,44,8.0,7.000000000000001,27.81
20250602-120908,2147483648,62608,0.02,0.04,4,35.08,539,65,1.0,7.241,5.396,8.686,298.0,283.0,0.004,44,8.0,7.000000000000001,27.81
20250602-120908,2147483648,62608,0.02,0.04,4,37.58,495,72,0.0,9.241,12.876,11.38,717.0,303.0,0.004,65,10.0,9.0,35.13
20250602-120908,2147483648,62608,0.02,0.04,4,40.1,441,169,0.019,9.241,12.355,11.38,689.0,303.0,0.0,65,10.0,9.0,35.13
20250602-120908,2147483648,62608,0.02,0.04,4,42.59,203,107,0.0,10.241,17.807,13.952,693.0,321.0,0.0,76,12.0,10.0,40.39
20250602-120908,2147483648,62608,0.02,0.04,4,45.09,178,106,0.0,11.241,17.807,13.952,693.0,321.0,0.0,74,12.0,10.0,40.39
20250602-120908,2147483648,62608,0.02,0.04,4,47.6,162,72,0.0,12.241,17.807,13.952,693.0,321.0,0.0,67,11.0,10.0,40.39
20250602-120908,2147483648,62608,0.02,0.04,4,50.09,109,68,1.0,12.241,14.259,13.952,613.0,321.0,0.407,67,11.0,10.0,40.39
20250602-120908,2147483648,62608,0.02,0.04,4,52.61,103,63,1.0,13.241,18.717,16.674,687.0,332.0,0.407,67,10.0,12.0,50.13
20250602-120908,2147483648,62608,0.02,0.04,4,55.11,143,205,0.936,14.241,18.717,16.674,687.0,332.0,0.407,60,10.0,12.0,50.13
20250602-120908,2147483648,62608,0.02,0.04,4,57.62,159,255,0.0,15.241,17.594,19.264,684.0,337.0,0.333,51,11.0,14.000000000000002,56.38
20250602-120908,2147483648,62608,0.02,0.04,4,60.12,207,156,0.0,16.241,17.594,19.264,684.0,337.0,0.333,49,11.0,14.000000000000002,56.38
20250602-120908,2147483648,62608,0.02,0.04,4,62.63,141,109,0.221,16.241,17.594,19.264,684.0,337.0,0.333,49,11.0,14.000000000000002,56.38
20250602-120908,2147483648,62608,0.02,0.04,4,65.12,107,343,0.0,17.241,16.965,22.04,660.0,340.0,0.146,59,15.0,15.0,63.75
20250602-120908,2147483648,62608,0.02,0.04,4,67.63,224,68,0.0,18.241,16.965,22.04,660.0,340.0,0.146,59,15.0,15.0,63.75
20250602-120908,2147483648,62608,0.02,0.04,4,70.14,237,251,0.479,18.241,23.648,24.785,976.0,347.0,0.074,79,18.0,17.0,68.97
20250602-120908,2147483648,62608,0.02,0.04,4,72.65,510,61,1.0,18.241,22.648,24.785,936.0,347.0,0.056,79,18.0,17.0,68.97
20250602-120908,2147483648,62608,0.02,0.04,4,75.15,549,125,1.0,19.241,28.298,27.701,954.0,351.0,0.12,86,20.0,19.0,73.21
20250602-120908,2147483648,62608,0.02,0.04,4,77.66,586,170,0.512,20.241,28.298,27.701,954.0,351.0,0.12,86,20.0,19.0,73.21
20250602-120908,2147483648,62608,0.02,0.04,4,80.15,622,209,0.0,21.241,28.298,27.701,954.0,351.0,0.12,78,19.0,19.0,73.21
20250602-120908,2147483648,62608,0.02,0.04,4,82.66,534,192,0.0,22.241,27.656,30.613,956.0,362.0,0.137,74,22.0,21.0,81.62
20250602-120908,2147483648,62608,0.02,0.04,4,85.17,573,209,0.0,23.241,27.656,30.613,956.0,362.0,0.137,68,21.0,21.0,81.62
20250602-120908,2147483648,62608,0.02,0.04,4,87.67,604,60,0.0,24.241,27.656,30.613,956.0,362.0,0.137,69,21.0,21.0,81.62
20250602-120908,2147483648,62608,0.02,0.04,4,90.18,610,270,0.279,24.241,27.656,30.613,956.0,362.0,0.137,69,21.0,21.0,81.62
20250602-120908,2147483648,62608,0.02,0.04,4,92.68,532,147,0.0,25.241,31.539,33.667,1105.0,368.0,0.019,96,26.0,23.0,91.61
20250602-120908,2147483648,62608,0.02,0.04,4,95.18,649,159,0.962,25.241,31.539,33.667,1105.0,368.0,0.019,96,26.0,23.0,91.61
20250602-120908,2147483648,62608,0.02,0.04,4,97.68,669,289,0.0,26.241,31.539,33.667,1105.0,368.0,0.019,93,25.0,23.0,91.61
20250602-120908,2147483648,62608,0.02,0.04,4,100.19,722,87,0.0,27.241,31.539,33.667,1105.0,368.0,0.019,87,25.0,23.0,91.61
20250602-120908,2147483648,62608,0.02,0.04,4,102.71,766,93,1.0,27.241,29.395,33.667,1022.0,368.0,0.334,87,25.0,23.0,91.61
20250602-120908,2147483648,62608,0.02,0.04,4,105.21,779,172,0.427,28.241,38.381,36.766,1166.0,374.0,0.334,78,24.0,25.0,102.89
20250602-120908,2147483648,62608,0.02,0.04,4,107.71,765,237,0.02,29.241,38.381,36.766,1166.0,374.0,0.334,78,24.0,25.0,102.89
20250602-120908,2147483648,62608,0.02,0.04,4,110.22,709,206,0.0,30.241,38.188,39.935,1136.0,384.0,0.467,69,24.0,27.0,108.41
20250602-120908,2147483648,62608,0.02,0.04,4,112.72,787,152,1.0,30.241,38.188,39.935,1136.0,384.0,0.467,69,24.0,27.0,108.41
20250602-120908,2147483648,62608,0.02,0.04,4,115.23,823,285,0.0,31.241,38.265,43.217,1157.0,398.0,0.369,64,27.0,28.999999999999996,114.87
20250602-120908,2147483648,62608,0.02,0.04,4,117.72,695,158,0.785,31.241,38.265,43.217,1157.0,398.0,0.369,64,27.0,28.999999999999996,114.87
20250602-120908,2147483648,62608,0.02,0.04,4,120.22,660,91,0.386,32.241,38.265,43.217,1157.0,398.0,0.369,66,27.0,28.999999999999996,114.87
20250602-120908,2147483648,62608,0.02,0.04,4,122.73,678,154,0.12,33.241,45.65,46.478,1190.0,404.0,0.263,71,31.0,31.0,121.91
20250602-120908,2147483648,62608,0.02,0.04,4,125.23,633,243,0.0,34.241,44.65,46.478,1175.0,404.0,0.244,71,31.0,31.0,121.91
20250602-120908,2147483648,62608,0.02,0.04,4,127.75,365,235,0.814,34.241,51.218,49.934,1175.0,412.0,0.242,83,34.0,33.0,126.27
20250602-120908,2147483648,62608,0.02,0.04,4,130.24,195,98,0.0,35.241,51.218,49.934,1175.0,412.0,0.242,82,33.0,33.0,126.27
20250602-120908,2147483648,62608,0.02,0.04,4,132.74,195,125,1.0,35.241,51.218,49.934,1175.0,412.0,0.242,82,33.0,33.0,126.27
20250602-120908,2147483648,62608,0.02,0.04,4,135.26,172,156,0.616,36.241,48.784,49.934,1101.0,412.0,0.253,82,33.0,33.0,126.27
20250602-120908,2147483648,62608,0.02,0.04,4,137.75,117,184,0.511,37.241,54.182,53.258,1155.0,415.0,0.253,69,33.0,35.0,135.32
20250602-120908,2147483648,62608,0.02,0.04,4,140.26,88,240,0.133,38.241,54.283,56.884,1155.0,418.0,0.247,67,34.0,38.0,139.74
20250602-120908,2147483648,62608,0.02,0.04,4,142.76,160,205,0.0,39.241,53.46,56.884,1120.0,418.0,0.239,72,33.0,38.0,139.74
20250602-120908,2147483648,62608,0.02,0.04,4,145.28,184,60,1.0,39.241,55.855,60.299,1197.0,420.0,0.227,72,35.0,40.0,143.2
20250602-120908,2147483648,62608,0.02,0.04,4,147.78,204,275,0.632,40.241,54.283,60.299,1165.0,420.0,0.211,67,35.0,40.0,143.2
20250602-120908,2147483648,62608,0.02,0.04,4,150.28,113,144,0.0,41.241,57.958,64.04,1212.0,427.0,0.211,81,37.0,42.0,147.78
20250602-120908,2147483648,62608,0.02,0.04,4,152.78,261,187,0.689,41.241,57.958,64.04,1212.0,427.0,0.211,81,37.0,42.0,147.78
20250602-120908,2147483648,62608,0.02,0.04,4,155.29,601,114,1.0,41.241,57.958,64.04,1212.0,427.0,0.211,81,37.0,42.0,147.78
20250602-120908,2147483648,62608,0.02,0.04,4,157.53,589,115,0.876,42.241,60.69,67.547,1202.0,428.0,0.215,100,38.0,44.0,157.53
