0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800000000000002,0.22302650121036235,0.6547317851910679,0.5800000000000002,0.5803696883324465,0.6062366596546228,0.7595788427571369,0.6479217598275984,0.5800000000000003,0.6636242982699063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4512946092809554,0.5823391695638881,0.581267437872086,0.8152414669097869,0.6175483646230583,1.0197900343168191,1.34341891268756,0.6515999339237621,1.345902132357994,0.8793437902845895,0.4857352923754327,0.6236242980616604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016238401476391384,1.1689226935181207e-06,0.00010033592256166249,0.07264640723592419,0.011573568001279412,0.04475338508286224,0.6706297895008986,0.6205772074859655,0.6154746673773063,0.9533507348550732,1.7100226815584603,0.6762571592561328,0.8295624452361704,0.7974752056767843,0.6299411462187154,0.544070770642526,0.5560136646801408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.694002946487377e-05,0.0008932370094714183,0.00039229200595387176,0.05518492151536424,0.5266668846104832,0.5819889998584415,0.5669023162228837,0.6066185703988533,0.24029956105135652,0.8599947827358639,1.002151826666184,0.7943744847100659,0.7490811131924028,0.6518742459100465,0.7112786474639197,0.5311583066267915,0.003101492655820498,0.20456164290616044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038734394299283145,0.00017440518683118147,0.00024125374647228012,0.10015010642599353,0.07313463819291573,0.07552668108960955,0.0,0.550810214812463,0.6463040793519625,0.6850511448368173,0.8755363732932585,1.0037985498143247,0.6699829517503929,0.5595032560389884,0.7044513302919237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003543092444751976,0.00013616857589614229,0.0003734557284914321,0.00011747951321284394,0.00019586926128991808,0.0002996844913000056,0.003972787643688479,0.4771617843714181,0.5692477248048401,0.5881334553863241,0.37178721520938074,0.4920994363537185,1.262857981435605,0.5740547177052703,0.12728260350635426,0.0980684123091727,0.6682705252046256,0.0,0.17707142601963521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000287255665190736,0.0008166686774977068,0.0,0.00022212766310871282,0.0005299208124490175,0.00010312342571216007,0.028638319986148134,0.5038499216817963,0.26799329062494365,0.12165876965638202,0.7185786910324322,1.2249107371409385,0.29771377317640585,0.4557554010684056,0.22326480821441336,0.4773370303968166,0.5233758032372762,0.5353651255129303,0.20624644351113208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005595649433572415,0.001720479952189942,0.0,0.0012553658992957746,0.0,0.0004232485006682718,0.0075876094193135174,0.4146659140585577,0.34601630745962986,0.0,0.8591968334034308,0.5713278100682652,0.7277579437619832,0.02953332110618188,0.0737424371145046,0.4403778163758548,0.3242645076485585,0.39972983350687413,0.24989434205752087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002447337568322678,0.0024982542613869105,0.0019238065108092145,0.0007961441182334425,0.07712074759118036,0.014919369912820075,0.0,0.4985790815248752,0.6162851106669909,0.8483872832071523,0.1473638024888246,0.0,0.12403940325394033,0.0,0.13945717804375482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004804941812789218,0.0,0.0,0.0009175119867268315,0.0013859762131914755,0.00011020136881758139,0.3948170680091875,0.5074023154571669,0.7609944343464076,0.49559778892562206,0.44848573872770847,0.2128327746807637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
