datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-114909,1409977310,4303,0.02,0.04,4,0.0,480,540,0.0,0.0,0.497,0.497,50.0,50.0,0.0,0,0.0,0.0,0.0
20250602-114909,1409977310,4303,0.02,0.04,4,2.51,480,540,0.0,0.0,0.497,0.497,50.0,50.0,0.0,0,0.0,0.0,0.0
20250602-114909,1409977310,4303,0.02,0.04,4,5.02,555,289,0.02,0.0,1.154,1.154,106.0,106.0,0.0,14,1.0,1.0,3.32
20250602-114909,1409977310,4303,0.02,0.04,4,7.52,625,138,0.0,0.512,1.154,1.154,106.0,106.0,0.0,12,1.0,1.0,3.32
20250602-114909,1409977310,4303,0.02,0.04,4,10.02,602,67,0.0,0.955,1.154,1.154,106.0,106.0,0.0,12,1.0,1.0,3.32
20250602-114909,1409977310,4303,0.02,0.04,4,12.53,589,276,0.002,0.955,1.976,2.487,158.0,159.0,0.001,30,3.0,2.0,11.9
20250602-114909,1409977310,4303,0.02,0.04,4,15.04,578,190,0.0,1.778,1.976,2.487,158.0,159.0,0.001,30,3.0,2.0,11.9
20250602-114909,1409977310,4303,0.02,0.04,4,17.54,636,117,0.398,1.778,1.976,2.487,158.0,159.0,0.001,30,3.0,2.0,11.9
20250602-114909,1409977310,4303,0.02,0.04,4,20.05,699,325,0.0,2.702,4.727,4.437,288.0,199.0,0.0,40,4.0,4.0,18.83
20250602-114909,1409977310,4303,0.02,0.04,4,22.55,390,318,0.375,2.702,4.727,4.437,288.0,199.0,0.0,40,4.0,4.0,18.83
20250602-114909,1409977310,4303,0.02,0.04,4,25.05,325,73,0.0,3.702,6.472,6.832,299.0,237.0,0.0,50,5.0,5.0,23.41
20250602-114909,1409977310,4303,0.02,0.04,4,27.56,296,135,0.0,4.702,5.255,6.832,278.0,237.0,0.048,41,4.0,5.0,23.41
20250602-114909,1409977310,4303,0.02,0.04,4,30.07,296,84,0.0,5.702,8.033,9.48,314.0,282.0,0.001,53,9.0,7.000000000000001,27.99
20250602-114909,1409977310,4303,0.02,0.04,4,32.57,249,160,0.771,5.702,8.033,9.48,314.0,282.0,0.001,53,9.0,7.000000000000001,27.99
20250602-114909,1409977310,4303,0.02,0.04,4,35.07,263,65,1.0,6.702,6.033,9.48,252.0,282.0,0.101,53,9.0,7.000000000000001,27.99
20250602-114909,1409977310,4303,0.02,0.04,4,37.58,298,59,1.0,7.702,15.368,12.446,782.0,319.0,0.102,59,9.0,9.0,35.52
20250602-114909,1409977310,4303,0.02,0.04,4,40.08,267,289,0.268,8.702,14.922,12.446,752.0,319.0,0.087,59,9.0,9.0,35.52
20250602-114909,1409977310,4303,0.02,0.04,4,42.58,561,68,1.0,8.702,17.633,15.506,750.0,343.0,0.087,69,11.0,10.0,40.51
20250602-114909,1409977310,4303,0.02,0.04,4,45.1,563,75,1.0,9.702,17.633,15.506,750.0,343.0,0.087,68,10.0,10.0,40.51
20250602-114909,1409977310,4303,0.02,0.04,4,47.59,604,135,0.744,10.702,17.633,15.506,750.0,343.0,0.087,68,10.0,10.0,40.51
20250602-114909,1409977310,4303,0.02,0.04,4,50.1,635,327,0.0,11.702,15.582,15.506,685.0,343.0,0.298,59,9.0,10.0,40.51
20250602-114909,1409977310,4303,0.02,0.04,4,52.61,619,112,0.0,12.702,19.219,18.699,747.0,357.0,0.298,49,8.0,12.0,50.15
20250602-114909,1409977310,4303,0.02,0.04,4,55.11,661,112,0.962,12.702,19.219,18.699,747.0,357.0,0.298,49,8.0,12.0,50.15
20250602-114909,1409977310,4303,0.02,0.04,4,57.62,646,189,0.192,13.702,17.027,18.699,692.0,357.0,0.403,46,8.0,12.0,50.15
20250602-114909,1409977310,4303,0.02,0.04,4,60.12,571,262,0.0,14.702,18.769,21.996,755.0,373.0,0.403,39,8.0,14.000000000000002,57.62
20250602-114909,1409977310,4303,0.02,0.04,4,62.63,630,109,0.0,15.702,18.769,21.996,755.0,373.0,0.403,39,7.000000000000001,14.000000000000002,57.62
20250602-114909,1409977310,4303,0.02,0.04,4,65.13,576,63,1.0,15.702,19.402,25.353,739.0,382.0,0.375,44,8.0,16.0,63.05
20250602-114909,1409977310,4303,0.02,0.04,4,67.63,592,345,0.173,16.702,20.278,28.85,752.0,395.0,0.309,45,11.0,18.0,67.38
20250602-114909,1409977310,4303,0.02,0.04,4,70.14,546,90,0.0,17.702,20.278,28.85,752.0,395.0,0.309,45,10.0,18.0,67.38
20250602-114909,1409977310,4303,0.02,0.04,4,72.64,533,201,0.0,18.702,20.278,28.85,752.0,395.0,0.309,45,10.0,18.0,67.38
20250602-114909,1409977310,4303,0.02,0.04,4,75.15,405,165,1.0,18.702,25.484,32.566,868.0,411.0,0.243,70,15.0,21.0,74.48
20250602-114909,1409977310,4303,0.02,0.04,4,77.66,360,208,0.108,19.702,24.436,32.566,848.0,411.0,0.23,68,14.000000000000002,21.0,74.48
20250602-114909,1409977310,4303,0.02,0.04,4,80.17,310,243,0.0,20.702,31.879,36.342,990.0,430.0,0.229,83,17.0,23.0,78.8
20250602-114909,1409977310,4303,0.02,0.04,4,82.67,282,124,0.0,21.702,31.879,36.342,990.0,430.0,0.229,81,17.0,23.0,78.8
20250602-114909,1409977310,4303,0.02,0.04,4,84.05,276,205,0.215,21.702,37.232,40.305,1013.0,450.0,0.282,100,20.0,25.0,84.05
