datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-114735,3116755202,98301,0.02,0.04,4,0.0,480,540,0.0,0.0,0.451,0.451,50.0,50.0,0.0,0,0.0,0.0,0.0
20250602-114735,3116755202,98301,0.02,0.04,4,2.51,480,540,0.0,0.0,0.451,0.451,50.0,50.0,0.0,0,0.0,0.0,0.0
20250602-114735,3116755202,98301,0.02,0.04,4,5.03,558,300,0.0,0.0,1.066,1.066,105.0,105.0,0.0,9,1.0,1.0,3.16
20250602-114735,3116755202,98301,0.02,0.04,4,7.52,658,132,0.0,0.212,0.894,1.066,97.0,105.0,0.002,9,1.0,1.0,3.16
20250602-114735,3116755202,98301,0.02,0.04,4,10.02,631,206,0.0,0.659,2.255,2.427,171.0,171.0,0.002,13,2.0,2.0,7.52
20250602-114735,3116755202,98301,0.02,0.04,4,12.54,785,136,0.402,0.659,2.255,2.427,171.0,171.0,0.002,13,2.0,2.0,7.52
20250602-114735,3116755202,98301,0.02,0.04,4,15.04,823,144,0.031,1.399,2.255,2.427,171.0,171.0,0.002,13,2.0,2.0,7.52
20250602-114735,3116755202,98301,0.02,0.04,4,17.53,851,213,0.116,2.186,3.078,4.296,202.0,218.0,0.016,37,4.0,4.0,16.92
20250602-114735,3116755202,98301,0.02,0.04,4,20.05,877,244,0.0,3.126,3.078,4.296,202.0,218.0,0.016,37,4.0,4.0,16.92
20250602-114735,3116755202,98301,0.02,0.04,4,22.54,835,64,1.0,3.126,3.078,4.296,202.0,218.0,0.016,37,4.0,4.0,16.92
20250602-114735,3116755202,98301,0.02,0.04,4,25.04,788,242,0.055,4.126,3.078,4.296,202.0,218.0,0.016,37,4.0,4.0,16.92
20250602-114735,3116755202,98301,0.02,0.04,4,27.56,660,157,0.0,4.56,6.926,6.597,366.0,267.0,0.0,50,5.0,5.0,26.61
20250602-114735,3116755202,98301,0.02,0.04,4,30.07,527,226,0.006,4.56,6.926,6.597,366.0,267.0,0.0,50,5.0,5.0,26.61
20250602-114735,3116755202,98301,0.02,0.04,4,32.55,200,281,0.81,4.56,9.944,9.106,391.0,302.0,0.0,60,7.000000000000001,7.000000000000001,32.15
20250602-114735,3116755202,98301,0.02,0.04,4,35.07,149,175,0.0,5.56,9.944,9.106,391.0,302.0,0.0,57,7.000000000000001,7.000000000000001,32.15
20250602-114735,3116755202,98301,0.02,0.04,4,37.58,148,210,0.0,6.56,11.422,11.897,387.0,336.0,0.144,61,7.000000000000001,9.0,36.75
20250602-114735,3116755202,98301,0.02,0.04,4,40.08,113,72,0.0,7.56,11.422,11.897,387.0,336.0,0.144,50,7.000000000000001,9.0,36.75
20250602-114735,3116755202,98301,0.02,0.04,4,42.58,113,107,0.0,8.56,11.422,11.897,387.0,336.0,0.144,47,6.0,9.0,36.75
20250602-114735,3116755202,98301,0.02,0.04,4,45.09,155,138,0.828,8.56,10.507,14.857,367.0,356.0,0.0,44,9.0,10.0,43.22
20250602-114735,3116755202,98301,0.02,0.04,4,47.6,163,305,0.0,9.56,10.098,17.91,351.0,370.0,0.001,41,9.0,12.0,46.55
20250602-114735,3116755202,98301,0.02,0.04,4,50.1,96,122,0.0,10.56,10.098,17.91,351.0,370.0,0.001,41,9.0,12.0,46.55
20250602-114735,3116755202,98301,0.02,0.04,4,52.6,52,236,1.0,10.56,11.126,20.994,443.0,382.0,0.0,56,10.0,14.000000000000002,51.99
20250602-114735,3116755202,98301,0.02,0.04,4,55.11,50,206,0.0,11.56,11.126,20.994,443.0,382.0,0.0,56,10.0,14.000000000000002,51.99
20250602-114735,3116755202,98301,0.02,0.04,4,57.61,356,185,0.959,11.56,11.126,20.994,443.0,382.0,0.0,56,10.0,14.000000000000002,51.99
20250602-114735,3116755202,98301,0.02,0.04,4,60.12,655,75,1.0,11.56,9.455,20.994,402.0,382.0,0.0,56,10.0,14.000000000000002,51.99
20250602-114735,3116755202,98301,0.02,0.04,4,62.62,657,119,0.0,13.56,13.564,24.045,551.0,385.0,0.083,46,9.0,16.0,60.69
20250602-114735,3116755202,98301,0.02,0.04,4,65.13,603,136,0.866,13.56,13.564,24.045,551.0,385.0,0.083,46,9.0,16.0,60.69
