pulse_time,Qm_D,Qm_ND,wet_D,wet_ND
3.15,0.794619192244432,0.794619192244432,59.0,59.0
7.47,2.326605211526897,2.326605211526897,111.0,111.0
10.93,4.7966099248257485,4.476887908060893,171.0,153.0
19.45,7.286772727878637,6.757865461763574,175.0,165.0
25.7,11.838349373148006,9.672127541270562,343.0,200.0
32.23,14.652925619449505,12.395548595152384,290.0,209.0
43.04,20.526575201317584,15.752671161333232,435.0,225.0
46.26,18.01338886557108,18.520360834969207,152.0,223.0
51.06,21.53933051396262,22.007461947003875,277.0,248.0
54.77,24.065656577347333,24.93862259308757,284.0,229.0
59.51,27.522487796273072,28.5707892020115,231.0,247.0
66.09,31.0402077923703,31.643573769091752,252.0,237.0
70.64,31.820787566484206,35.486078968089174,170.0,263.0
78.96,31.00553370335852,38.753785977906944,113.0,247.0
89.02,36.538663357357365,42.78001695427129,460.0,275.0
