0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.0,0.0,0.0,0.0,0.0,0.0,0.0645881464226887,0.08,0.1,0.1,0.06,0.01999999999999999,0.02,0.007281964653418938,0.0,0.0,0.0,0.4127494626037798,0.43274946260377983,0.43274946260377983,0.43274946260377983,0.43274946260377983,0.48750526415740447,0.020819715718678813,0.02,0.0,0.15834799744590888,0.15834799744590888,0.15834799744590888,0.17834799744590887,0.004879215402836846,0.0,0.0,0.15142137561988733,0.17142137561988732,0.17142137561988732,0.1714213756402357,0.29386232173322757,0.29788600960278455,0.29386232172434845,0.027991845886376307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01442729806302782,0.0,0.04000096593402018,0.0,0.0,0.1,0.1,0.0772366240001285,0.04351250074934554,0.02,0.013217643009912714,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.05854495659755281,0.02,0.0410232081680407,0.015394868476557834,0.0,0.007821606251795642,0.015940815221473642,0.024778305382497548,0.0,0.0,0.02000000000215147,0.02000000000237095,0.020000000014425725,0.0200000000281604,0.020000000020668197,0.04,0.04,0.04067312220315226,0.02,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.020001386400937814,0.020870448500730245,0.020843218226434958,0.0,0.0,0.1,0.07269912943381544,0.05536840835529633,0.04,0.030827194491929395,0.0010070085149035428,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.07168164961597555,0.0501426851601155,0.0,0.0,0.0,0.0,0.0037049194853155665,0.003294288573340951,0.0043203864194004266,0.02000000000049808,0.02000000001037446,0.020000000007888583,0.020000000068349386,0.020000000020191738,0.03152153678411522,0.03149801362478266,0.04,0.045005262301114256,0.020497386284054262,0.010380343693407847,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0002212988433204267,0.020001059147682857,0.020001141920797973,0.020001042213079682,0.020002248385932443,0.1,0.0007598791578759368,0.00037545905029421543,0.04,0.02169441655383439,0.03299963514046161,0.0068629259963965345,0.0,0.0,0.0,0.0002172084968318065,0.02,0.02,0.02,0.02,0.012877647051144983,0.08980282072852912,0.053069142704812736,0.022620551401573687,0.0,0.0,0.0,0.0,0.006852664560450823,0.020000141274028157,0.020000056843559787,0.020000024800005754,0.020000007122039372,0.02000000127228949,0.006356846857868143,0.020000000308895427,0.005555651606592559,0.02806314727993746,0.04235576874062816,0.020853738914732255,0.01317484756465665,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0012080710952038648,0.0017183616131410352,0.007467079270985897,0.002261898612889257,0.08302106319237998,0.09262398360426716,0.07152850504767623,0.040004062689431914,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05040222581250274,0.045239030484126835,0.021292254688459772,0.006840058591468773,0.0004148903206798575,1.2162949548956414e-06,5.49076949591526e-07,0.0005588307399429101,0.0,0.02000044844139313,0.002609793891684876,0.020000015253591606,0.020000011022025636,0.0,0.020000000996094374,0.020000000220106343,0.009705273662275313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.008586371929785938,0.0,0.0,0.01664850023475911,0.0,0.08,0.0,0.04034014897181806,0.015076326762212471,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01171681405377419,0.022456456628287498,0.026502575690151717,0.02,0.01031758252765436,0.0,4.723882080576863e-06,0.0010886852400221762,0.020000261101506,0.02000015577976773,0.020000204561990018,0.020000058325437955,0.02000004156396877,0.02000000255789314,0.020000002534042643,0.020000003794179384,0.0006128531985366164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.021691862754913572,0.03665774086372847,0.05244510568780203,0.0051340487888790936,0.010715066342765122,0.0,0.0,0.0,0.0,0.0,0.02,0.016236515546716474,0.006514443927643526,0.02,0.02,0.02,0.02,0.019008063156383162,0.00467512396170316,0.012528545280546923,0.009292898872219128,0.010433597456578883,0.0,0.0,0.0017937483620476785,0.00865398747202663,0.020000587259946953,0.02000025953872273,0.020000107473636262,0.0200000751784299,0.02000003950302348,0.0006952046386540412,0.0,0.04000020880898458,0.0,0.010308838550912374,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040172988536673485,0.00010161220510108224,0.006620039651444266,0.0,0.0,0.0,0.0,0.0,0.020535672836762386,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000072242362076,0.02000010597516451,0.020000139541323472,0.020000070364345576,0.00892574002285475,0.04000036096149788,0.040000698387441094,0.010319624881114771,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.016690898409068518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003375195820866524,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9434458805450694e-07,0.02000035157490637,0.020000089164323654,0.0003828011730638477,0.0229574018712258,0.02404731632812511,0.02276331867343081,0.0005851790715311169,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015254677335684235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006652807184549572,0.0,0.0,0.04,0.0016384598264743404,0.02,0.02,0.02,0.02,0.02,0.02,0.017073689063115235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8977241740443518e-06,8.709271464395207e-07,0.0,5.091142229282384e-06,0.006272550549557141,0.018935002811797115,0.020089824839859636,0.024453319459650905,0.002455404914686373,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007122575522975837,0.012543753544872126,0.04,0.02,0.02,0.02654225869561723,0.03664285763764727,0.029421619877857137,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008528013634231769,0.01499477864535514,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021758908859371033,0.021870210097366557,0.021611377540541734,0.02,0.02,0.02,0.02,0.02,0.02,0.001505535004906539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009228542246389472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014892217034375508,0.009203625329962958,0.02,0.0029283871900166645,0.02,0.02,0.02,0.02,0.02,0.02,0.0011173819444038327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004697643670962657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005471644457420334,0.0,0.02,0.02,0.0046636905307343894,0.02,0.02,0.02,0.017836644989182967,0.02,0.01285119201422713,0.0,0.0,0.0,0.0,0.0,0.0,0.018421216137152564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.003802300039886984,0.02,0.0,0.02510331428535576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054171955623086784,0.0,0.02,0.005694186404474763,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0002458929887626404,0.026129832970257536,0.0,0.0,0.0,0.0,0.014485420056712725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006875070055709783,0.0,0.014103186808823323,0.02,0.0009543419743191869,0.02,0.0,0.02,0.02,0.0014409739731955106,0.006394750410570473,0.003227183151903295,0.0003360195705136085,0.0,0.007808418952814224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.004830195796589355,0.0009740485576545705,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011345537141824194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006050359833319787,0.004261878649398848,0.02,0.0029271623619979217,0.007950471449303054,0.0,0.02,0.01908523465597254,0.0,0.0,0.0,0.0,0.0,0.0,0.005358706358092036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019067000050553177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009500173488821567,0.02,0.018835480033881132,0.0,0.0,0.00585900149589483,0.00470778709002909,0.0,0.0,0.0,0.0,0.0,0.0,0.001813933296148962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01893037774275244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041680585848773676,0.0033152908889508476,0.0029302727556069193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
