datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-121200,883823365,53132,0.02,0.04,4,0.0,480,540,0.0,0.0,0.475,0.475,49.0,49.0,0.0,0,0.0,0.0,0.0
20250602-121200,883823365,53132,0.02,0.04,4,2.51,480,540,0.0,0.0,0.475,0.475,49.0,49.0,0.0,0,0.0,0.0,0.0
20250602-121200,883823365,53132,0.02,0.04,4,5.03,411,338,0.0,0.0,1.122,1.122,108.0,108.0,0.0,12,1.0,1.0,3.22
20250602-121200,883823365,53132,0.02,0.04,4,7.53,329,106,0.0,0.736,1.995,2.331,146.0,148.0,0.0,16,2.0,2.0,6.63
20250602-121200,883823365,53132,0.02,0.04,4,10.02,278,88,0.0,1.685,1.194,2.331,111.0,148.0,0.013,16,1.0,2.0,6.63
20250602-121200,883823365,53132,0.02,0.04,4,12.54,320,63,1.0,1.685,2.647,3.783,174.0,178.0,0.01,34,3.0,3.0,10.07
20250602-121200,883823365,53132,0.02,0.04,4,15.03,354,178,0.303,2.685,2.647,3.783,174.0,178.0,0.01,30,3.0,3.0,10.07
20250602-121200,883823365,53132,0.02,0.04,4,17.53,378,283,0.0,3.685,2.647,3.783,174.0,178.0,0.01,30,3.0,3.0,10.07
20250602-121200,883823365,53132,0.02,0.04,4,20.05,286,79,0.0,4.685,3.951,5.424,260.0,199.0,0.0,28,3.0,4.0,18.74
20250602-121200,883823365,53132,0.02,0.04,4,22.54,341,150,0.615,4.685,3.951,5.424,260.0,199.0,0.0,28,3.0,4.0,18.74
20250602-121200,883823365,53132,0.02,0.04,4,25.05,339,155,0.0,5.685,3.964,7.189,333.0,226.0,0.0,30,3.0,5.0,24.21
20250602-121200,883823365,53132,0.02,0.04,4,27.55,332,290,0.0,6.685,3.964,7.189,310.0,226.0,0.0,30,3.0,5.0,24.21
20250602-121200,883823365,53132,0.02,0.04,4,30.06,296,72,0.0,7.685,6.03,9.202,354.0,240.0,0.0,40,4.0,6.0,27.79
20250602-121200,883823365,53132,0.02,0.04,4,32.57,402,96,0.147,7.685,6.03,9.202,354.0,240.0,0.0,40,4.0,6.0,27.79
20250602-121200,883823365,53132,0.02,0.04,4,35.06,768,143,0.45,7.685,6.03,9.202,354.0,240.0,0.0,40,4.0,6.0,27.79
20250602-121200,883823365,53132,0.02,0.04,4,37.57,851,133,0.296,8.685,7.591,11.242,320.0,259.0,0.081,43,5.0,7.000000000000001,36.4
20250602-121200,883823365,53132,0.02,0.04,4,40.08,836,251,0.434,9.685,7.591,11.242,320.0,259.0,0.081,40,4.0,7.000000000000001,36.4
20250602-121200,883823365,53132,0.02,0.04,4,42.58,909,206,0.0,10.685,7.818,13.38,325.0,265.0,0.269,39,4.0,9.0,42.03
20250602-121200,883823365,53132,0.02,0.04,4,45.08,915,175,0.0,11.685,6.818,13.38,299.0,265.0,0.382,34,4.0,9.0,42.03
20250602-121200,883823365,53132,0.02,0.04,4,47.59,904,209,0.0,12.685,7.816,15.538,308.0,271.0,0.383,39,4.0,10.0,45.53
20250602-121200,883823365,53132,0.02,0.04,4,50.09,826,198,0.0,13.685,6.682,17.095,295.0,271.0,0.38,39,4.0,11.0,48.67
20250602-121200,883823365,53132,0.02,0.04,4,52.6,905,92,0.0,14.685,6.682,17.095,295.0,271.0,0.38,21,4.0,11.0,48.67
20250602-121200,883823365,53132,0.02,0.04,4,55.1,923,161,0.828,14.685,5.1,17.095,262.0,271.0,0.363,21,4.0,11.0,48.67
20250602-121200,883823365,53132,0.02,0.04,4,57.62,855,285,0.0,15.685,7.186,20.107,359.0,297.0,0.363,37,7.000000000000001,13.0,55.14
20250602-121200,883823365,53132,0.02,0.04,4,60.11,822,62,1.0,15.685,6.186,20.107,330.0,297.0,0.288,37,7.000000000000001,13.0,55.14
20250602-121200,883823365,53132,0.02,0.04,4,62.62,773,174,0.269,16.685,12.744,22.678,544.0,317.0,0.287,71,11.0,14.000000000000002,60.23
20250602-121200,883823365,53132,0.02,0.04,4,65.13,423,103,1.0,16.685,11.744,22.678,506.0,317.0,0.214,71,11.0,14.000000000000002,60.23
20250602-121200,883823365,53132,0.02,0.04,4,65.74,382,73,0.0,17.685,21.61,25.109,666.0,323.0,0.227,100,16.0,16.0,65.74
