datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-121834,2934394436,77579,0.02,0.04,4,40.08,779,134,1.0,7.227,11.763,10.688,436.0,301.0,0.072,44,9.0,8.0,32.23
20250602-121834,2934394436,77579,0.02,0.04,4,42.59,796,208,0.0,8.227,8.839,10.688,373.0,301.0,0.179,44,9.0,8.0,32.23
20250602-121834,2934394436,77579,0.02,0.04,4,45.1,795,185,0.0,9.227,15.689,13.548,597.0,317.0,0.179,44,9.0,10.0,43.04
20250602-121834,2934394436,77579,0.02,0.04,4,47.59,856,145,1.0,9.227,15.023,15.814,587.0,332.0,0.037,44,11.0,11.0,46.26
20250602-121834,2934394436,77579,0.02,0.04,4,50.11,847,65,1.0,10.227,15.023,15.814,587.0,332.0,0.037,43,11.0,11.0,46.26
20250602-121834,2934394436,77579,0.02,0.04,4,52.62,880,182,0.0,11.227,17.425,18.749,798.0,353.0,0.0,59,12.0,13.0,51.06
20250602-121834,2934394436,77579,0.02,0.04,4,55.11,637,266,0.466,11.383,21.535,21.13,836.0,355.0,0.0,69,14.000000000000002,15.0,54.77
20250602-121834,2934394436,77579,0.02,0.04,4,57.61,271,317,0.8,12.036,21.535,21.13,836.0,355.0,0.0,69,14.000000000000002,15.0,54.77
20250602-121834,2934394436,77579,0.02,0.04,4,60.12,181,232,0.666,13.036,24.874,24.146,829.0,359.0,0.0,79,16.0,16.0,59.51
20250602-121834,2934394436,77579,0.02,0.04,4,62.62,204,225,0.0,14.036,24.874,24.146,829.0,359.0,0.0,79,15.0,16.0,59.51
20250602-121834,2934394436,77579,0.02,0.04,4,65.13,192,198,0.0,15.036,24.874,24.146,829.0,359.0,0.0,79,15.0,16.0,59.51
20250602-121834,2934394436,77579,0.02,0.04,4,67.63,259,155,0.0,16.036,25.707,26.658,837.0,364.0,0.161,76,15.0,18.0,66.09
20250602-121834,2934394436,77579,0.02,0.04,4,70.13,233,253,0.0,17.036,24.269,26.658,813.0,364.0,0.277,76,14.000000000000002,18.0,66.09
20250602-121834,2934394436,77579,0.02,0.04,4,72.64,303,126,0.244,18.036,25.652,29.871,845.0,374.0,0.302,60,14.000000000000002,20.0,70.64
20250602-121834,2934394436,77579,0.02,0.04,4,75.16,278,237,0.0,19.036,25.652,29.871,845.0,374.0,0.302,60,14.000000000000002,20.0,70.64
20250602-121834,2934394436,77579,0.02,0.04,4,77.65,206,189,0.0,20.036,25.652,29.871,845.0,374.0,0.302,60,13.0,20.0,70.64
20250602-121834,2934394436,77579,0.02,0.04,4,80.16,281,173,1.0,20.036,24.407,32.564,815.0,377.0,0.319,60,16.0,22.0,78.96
20250602-121834,2934394436,77579,0.02,0.04,4,82.66,298,186,0.0,21.036,24.407,32.564,815.0,377.0,0.319,53,16.0,22.0,78.96
20250602-121834,2934394436,77579,0.02,0.04,4,85.16,305,260,0.0,22.036,24.407,32.564,815.0,377.0,0.319,47,16.0,22.0,78.96
20250602-121834,2934394436,77579,0.02,0.04,4,87.68,238,88,0.0,23.036,24.407,32.564,815.0,377.0,0.319,47,16.0,22.0,78.96
20250602-121834,2934394436,77579,0.02,0.04,4,89.02,225,291,0.0,23.036,30.227,35.949,918.0,387.0,0.224,100,24.0,24.0,89.02
