datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-131334,19680807,73056,0.02,0.04,4,35.06,774,168,0.0,7.996,7.99,8.46,358.0,258.0,0.0,53,6.0,6.0,33.13
20250602-131334,19680807,73056,0.02,0.04,4,37.57,506,200,0.029,7.996,7.918,8.46,335.0,258.0,0.0,53,6.0,6.0,33.13
20250602-131334,19680807,73056,0.02,0.04,4,40.08,235,69,0.0,8.996,11.752,10.839,385.0,285.0,0.0,60,7.000000000000001,8.0,37.8
20250602-131334,19680807,73056,0.02,0.04,4,42.58,206,70,0.0,9.996,11.752,10.839,385.0,285.0,0.0,55,7.000000000000001,8.0,37.8
20250602-131334,19680807,73056,0.02,0.04,4,45.08,251,240,0.0,10.996,11.752,10.839,385.0,285.0,0.0,55,6.0,8.0,37.8
20250602-131334,19680807,73056,0.02,0.04,4,47.58,146,161,0.0,11.996,10.487,13.307,392.0,299.0,0.0,42,5.0,9.0,46.4
20250602-131334,19680807,73056,0.02,0.04,4,50.09,143,125,0.779,12.996,10.487,13.307,392.0,299.0,0.0,42,5.0,9.0,46.4
20250602-131334,19680807,73056,0.02,0.04,4,52.59,115,270,0.445,13.996,10.487,13.307,392.0,299.0,0.0,39,4.0,9.0,46.4
20250602-131334,19680807,73056,0.02,0.04,4,55.11,228,153,0.0,14.996,7.842,15.822,374.0,310.0,0.0,28,3.0,11.0,54.68
20250602-131334,19680807,73056,0.02,0.04,4,57.61,175,115,0.0,15.996,7.842,15.822,374.0,310.0,0.0,26,3.0,11.0,54.68
20250602-131334,19680807,73056,0.02,0.04,4,60.1,124,64,1.0,15.996,7.077,15.822,323.0,310.0,0.0,30,3.0,11.0,54.68
20250602-131334,19680807,73056,0.02,0.04,4,62.6,154,186,0.108,16.996,8.551,18.528,388.0,318.0,0.0,30,4.0,13.0,60.15
20250602-131334,19680807,73056,0.02,0.04,4,65.12,406,91,0.0,17.996,8.551,18.528,388.0,318.0,0.0,28,4.0,13.0,60.15
20250602-131334,19680807,73056,0.02,0.04,4,67.62,394,78,0.0,18.996,9.6,21.261,412.0,333.0,0.142,33,4.0,14.000000000000002,65.6
20250602-131334,19680807,73056,0.02,0.04,4,70.12,427,121,0.885,18.996,10.617,24.17,434.0,354.0,0.157,41,6.0,16.0,69.13
20250602-131334,19680807,73056,0.02,0.04,4,72.62,415,284,0.062,19.996,9.578,24.17,395.0,354.0,0.274,38,5.0,16.0,69.13
20250602-131334,19680807,73056,0.02,0.04,4,75.13,475,147,0.0,20.996,12.002,27.048,464.0,370.0,0.274,38,6.0,18.0,72.65
20250602-131334,19680807,73056,0.02,0.04,4,77.65,423,191,0.0,21.996,12.002,27.048,464.0,370.0,0.274,31,6.0,18.0,72.65
20250602-131334,19680807,73056,0.02,0.04,4,80.15,382,109,1.0,21.996,12.002,27.048,464.0,370.0,0.274,31,6.0,18.0,72.65
20250602-131334,19680807,73056,0.02,0.04,4,82.65,380,97,0.0,23.996,10.663,30.205,449.0,389.0,0.301,37,7.000000000000001,20.0,82.18
20250602-131334,19680807,73056,0.02,0.04,4,85.16,424,77,1.0,23.996,10.663,30.205,449.0,389.0,0.301,38,7.000000000000001,20.0,82.18
20250602-131334,19680807,73056,0.02,0.04,4,87.66,439,259,0.121,24.996,11.361,33.293,465.0,401.0,0.158,48,9.0,22.0,87.55
20250602-131334,19680807,73056,0.02,0.04,4,90.17,464,195,0.0,25.996,11.361,33.293,465.0,401.0,0.158,48,9.0,22.0,87.55
20250602-131334,19680807,73056,0.02,0.04,4,92.67,640,73,0.0,26.996,14.831,36.654,667.0,413.0,0.102,66,12.0,24.0,91.63
20250602-131334,19680807,73056,0.02,0.04,4,95.17,619,185,0.438,26.996,14.831,36.654,667.0,413.0,0.102,66,12.0,24.0,91.63
20250602-131334,19680807,73056,0.02,0.04,4,97.67,677,204,0.18,27.996,19.386,40.022,744.0,427.0,0.266,65,12.0,26.0,96.86
20250602-131334,19680807,73056,0.02,0.04,4,100.18,655,272,0.0,28.996,19.386,40.022,744.0,427.0,0.266,61,12.0,26.0,96.86
20250602-131334,19680807,73056,0.02,0.04,4,102.68,653,71,1.0,28.996,19.386,40.022,744.0,427.0,0.266,61,12.0,26.0,96.86
20250602-131334,19680807,73056,0.02,0.04,4,105.18,675,119,0.535,29.996,19.174,43.538,736.0,436.0,0.39,47,12.0,28.000000000000004,103.32
20250602-131334,19680807,73056,0.02,0.04,4,107.7,684,280,0.335,30.996,19.174,43.538,736.0,436.0,0.39,46,11.0,28.000000000000004,103.32
20250602-131334,19680807,73056,0.02,0.04,4,110.2,711,183,0.0,31.996,18.233,46.626,698.0,454.0,0.402,46,11.0,30.0,108.51
20250602-131334,19680807,73056,0.02,0.04,4,112.7,624,155,0.428,31.996,18.233,46.626,698.0,454.0,0.402,46,11.0,30.0,108.51
20250602-131334,19680807,73056,0.02,0.04,4,115.22,631,300,0.0,32.996,18.233,46.626,698.0,454.0,0.402,49,11.0,30.0,108.51
20250602-131334,19680807,73056,0.02,0.04,4,117.71,564,135,1.0,32.996,17.248,50.792,640.0,472.0,0.399,49,13.0,33.0,116.78
20250602-131334,19680807,73056,0.02,0.04,4,120.22,535,289,0.0,33.996,18.006,50.792,627.0,472.0,0.286,52,13.0,33.0,116.78
20250602-131334,19680807,73056,0.02,0.04,4,122.72,501,169,0.0,34.996,22.436,54.908,719.0,493.0,0.286,61,17.0,35.0,120.33
20250602-131334,19680807,73056,0.02,0.04,4,125.22,437,70,1.0,34.996,22.436,54.908,719.0,493.0,0.286,61,17.0,35.0,120.33
20250602-131334,19680807,73056,0.02,0.04,4,127.73,428,198,0.765,35.996,28.936,58.531,923.0,513.0,0.29,70,20.0,37.0,126.51
20250602-131334,19680807,73056,0.02,0.04,4,130.23,445,241,0.0,36.996,27.936,58.531,884.0,513.0,0.289,66,19.0,37.0,126.51
20250602-131334,19680807,73056,0.02,0.04,4,132.74,375,205,0.0,37.996,32.336,61.855,925.0,522.0,0.289,72,20.0,39.0,130.42
20250602-131334,19680807,73056,0.02,0.04,4,135.24,362,158,0.0,38.996,32.336,61.855,925.0,522.0,0.289,72,20.0,39.0,130.42
20250602-131334,19680807,73056,0.02,0.04,4,137.76,342,278,0.0,39.996,32.336,61.855,925.0,522.0,0.289,65,19.0,39.0,130.42
20250602-131334,19680807,73056,0.02,0.04,4,140.26,394,80,0.0,40.996,31.172,65.223,920.0,535.0,0.32,64,20.0,41.0,139.02
20250602-131334,19680807,73056,0.02,0.04,4,142.77,413,110,0.0,41.996,31.172,65.223,920.0,535.0,0.32,57,20.0,41.0,139.02
20250602-131334,19680807,73056,0.02,0.04,4,145.27,378,78,0.0,42.996,31.172,65.223,920.0,535.0,0.32,55,20.0,41.0,139.02
20250602-131334,19680807,73056,0.02,0.04,4,147.76,443,154,0.327,42.996,31.172,65.223,920.0,535.0,0.32,55,20.0,41.0,139.02
20250602-131334,19680807,73056,0.02,0.04,4,150.28,483,130,0.186,43.996,32.71,68.478,934.0,545.0,0.296,54,21.0,43.0,148.58
20250602-131334,19680807,73056,0.02,0.04,4,152.77,542,307,0.0,44.996,32.71,68.478,934.0,545.0,0.296,54,21.0,43.0,148.58
20250602-131334,19680807,73056,0.02,0.04,4,155.29,357,70,0.0,45.996,32.71,68.478,934.0,545.0,0.296,54,21.0,43.0,148.58
20250602-131334,19680807,73056,0.02,0.04,4,157.79,290,115,1.0,45.996,35.898,71.765,926.0,554.0,0.283,56,25.0,44.0,156.17
20250602-131334,19680807,73056,0.02,0.04,4,160.3,234,61,1.0,46.996,35.898,71.765,926.0,554.0,0.283,56,25.0,44.0,156.17
20250602-131334,19680807,73056,0.02,0.04,4,162.8,198,190,0.482,47.996,35.898,71.765,926.0,554.0,0.283,56,24.0,44.0,156.17
20250602-131334,19680807,73056,0.02,0.04,4,165.31,206,257,0.0,48.996,34.428,71.765,863.0,554.0,0.27,56,24.0,44.0,156.17
20250602-131334,19680807,73056,0.02,0.04,4,167.82,140,173,0.0,49.996,42.987,74.982,1099.0,557.0,0.269,72,28.000000000000004,46.0,166.86
20250602-131334,19680807,73056,0.02,0.04,4,170.31,72,170,1.0,49.996,42.987,74.982,1099.0,557.0,0.269,72,28.000000000000004,46.0,166.86
20250602-131334,19680807,73056,0.02,0.04,4,172.82,68,238,0.0,50.996,41.987,74.982,1087.0,557.0,0.25,72,28.000000000000004,46.0,166.86
20250602-131334,19680807,73056,0.02,0.04,4,175.33,129,168,0.0,51.996,49.522,78.28,1234.0,567.0,0.25,96,32.0,48.0,174.02
20250602-131334,19680807,73056,0.02,0.04,4,177.82,342,176,1.0,51.996,49.522,78.28,1234.0,567.0,0.25,96,32.0,48.0,174.02
20250602-131334,19680807,73056,0.02,0.04,4,180.33,653,73,0.0,52.996,50.183,78.28,1215.0,567.0,0.237,96,32.0,48.0,174.02
20250602-131334,19680807,73056,0.02,0.04,4,181.7,600,215,0.0,52.996,58.03,81.542,1256.0,573.0,0.229,100,37.0,50.0,181.7
