datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-132324,19680807,84645,0.02,0.04,4,55.1,699,250,0.0,11.194,11.044,15.879,571.0,308.0,0.0,60,7.000000000000001,11.0,54.41
20250602-132324,19680807,84645,0.02,0.04,4,57.61,463,83,1.0,11.194,11.044,15.879,571.0,308.0,0.0,60,7.000000000000001,11.0,54.41
20250602-132324,19680807,84645,0.02,0.04,4,60.11,480,263,0.173,12.194,9.871,15.879,514.0,308.0,0.04,57,6.0,11.0,54.41
20250602-132324,19680807,84645,0.02,0.04,4,62.62,431,208,0.0,13.194,13.152,18.528,551.0,316.0,0.038,64,12.0,13.0,60.17
20250602-132324,19680807,84645,0.02,0.04,4,65.11,391,128,0.0,14.194,13.152,18.528,551.0,316.0,0.038,62,12.0,13.0,60.17
20250602-132324,19680807,84645,0.02,0.04,4,67.62,376,223,0.0,15.194,14.545,21.26,564.0,331.0,0.141,53,11.0,14.000000000000002,65.66
20250602-132324,19680807,84645,0.02,0.04,4,70.13,433,101,0.0,16.194,13.844,24.147,558.0,353.0,0.22,42,11.0,16.0,68.92
20250602-132324,19680807,84645,0.02,0.04,4,72.64,415,232,0.746,16.194,13.592,26.835,545.0,362.0,0.172,56,14.000000000000002,18.0,72.15
20250602-132324,19680807,84645,0.02,0.04,4,75.14,370,201,0.0,17.194,13.592,26.835,545.0,362.0,0.172,56,14.000000000000002,18.0,72.15
20250602-132324,19680807,84645,0.02,0.04,4,77.64,222,67,1.0,17.194,13.592,26.835,545.0,362.0,0.172,56,14.000000000000002,18.0,72.15
20250602-132324,19680807,84645,0.02,0.04,4,80.14,268,109,0.423,18.194,13.592,26.835,545.0,362.0,0.172,56,13.0,18.0,72.15
20250602-132324,19680807,84645,0.02,0.04,4,82.65,296,320,0.0,19.194,17.047,30.206,760.0,388.0,0.177,71,16.0,20.0,81.96
20250602-132324,19680807,84645,0.02,0.04,4,85.15,209,124,0.0,20.194,17.047,30.206,760.0,388.0,0.177,71,15.0,20.0,81.96
20250602-132324,19680807,84645,0.02,0.04,4,87.7,147,113,0.675,20.194,20.051,33.316,798.0,406.0,0.254,71,16.0,22.0,87.65
20250602-132324,19680807,84645,0.02,0.04,4,90.17,123,231,0.252,21.194,20.051,33.316,798.0,406.0,0.254,61,15.0,22.0,87.65
20250602-132324,19680807,84645,0.02,0.04,4,92.68,171,230,0.0,22.194,19.876,36.654,800.0,418.0,0.284,56,16.0,24.0,91.11
20250602-132324,19680807,84645,0.02,0.04,4,95.17,142,167,0.0,23.194,19.169,36.654,766.0,418.0,0.245,56,16.0,24.0,91.11
20250602-132324,19680807,84645,0.02,0.04,4,97.67,201,291,0.779,23.194,21.332,40.017,816.0,427.0,0.252,78,21.0,26.0,95.58
20250602-132324,19680807,84645,0.02,0.04,4,100.18,393,70,0.0,24.194,21.332,40.017,816.0,427.0,0.252,68,21.0,26.0,95.58
20250602-132324,19680807,84645,0.02,0.04,4,102.7,362,78,1.0,24.194,19.332,40.017,755.0,427.0,0.235,68,21.0,26.0,95.58
20250602-132324,19680807,84645,0.02,0.04,4,102.93,361,62,1.0,24.194,28.573,43.538,897.0,436.0,0.235,100,26.0,28.000000000000004,102.93
