datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-131902,19680807,36690,0.02,0.04,4,0.0,480,540,0.0,0.0,0.457,0.457,50.0,50.0,0.0,0,0.0,0.0,0.0
20250602-131902,19680807,36690,0.02,0.04,4,2.52,517,373,0.0,0.0,0.457,0.457,50.0,50.0,0.0,0,0.0,0.0,0.0
20250602-131902,19680807,36690,0.02,0.04,4,5.02,688,65,0.315,0.0,1.011,1.011,110.0,110.0,0.0,10,1.0,1.0,3.3
20250602-131902,19680807,36690,0.02,0.04,4,7.52,650,78,0.0,0.608,1.011,1.011,110.0,110.0,0.0,9,1.0,1.0,3.3
20250602-131902,19680807,36690,0.02,0.04,4,10.03,599,170,0.099,0.608,2.003,2.358,156.0,157.0,0.029,15,2.0,2.0,9.62
20250602-131902,19680807,36690,0.02,0.04,4,12.54,452,156,0.0,0.775,2.003,2.358,156.0,157.0,0.029,15,2.0,2.0,9.62
20250602-131902,19680807,36690,0.02,0.04,4,15.03,422,202,0.0,0.943,1.918,2.358,147.0,157.0,0.013,15,2.0,2.0,9.62
20250602-131902,19680807,36690,0.02,0.04,4,17.54,580,132,0.0,1.943,4.077,4.216,221.0,201.0,0.011,20,3.0,4.0,15.09
20250602-131902,19680807,36690,0.02,0.04,4,20.04,649,123,0.0,2.943,4.077,4.216,221.0,201.0,0.011,20,3.0,4.0,15.09
20250602-131902,19680807,36690,0.02,0.04,4,22.56,670,81,0.375,2.943,4.077,4.216,221.0,201.0,0.011,20,3.0,4.0,15.09
20250602-131902,19680807,36690,0.02,0.04,4,25.05,642,83,0.05,3.943,4.547,6.283,223.0,233.0,0.0,25,4.0,5.0,23.55
20250602-131902,19680807,36690,0.02,0.04,4,27.57,636,221,0.019,4.943,4.547,6.283,223.0,233.0,0.0,25,4.0,5.0,23.55
20250602-131902,19680807,36690,0.02,0.04,4,30.06,456,143,0.0,5.275,4.547,6.283,223.0,233.0,0.0,25,4.0,5.0,23.55
20250602-131902,19680807,36690,0.02,0.04,4,32.58,473,194,0.0,5.474,4.376,6.283,208.0,233.0,0.0,25,4.0,5.0,23.55
20250602-131902,19680807,36690,0.02,0.04,4,35.08,254,113,0.0,6.474,6.979,8.46,290.0,258.0,0.0,30,5.0,6.0,32.91
20250602-131902,19680807,36690,0.02,0.04,4,37.59,237,80,1.0,6.474,8.492,10.839,308.0,285.0,0.004,47,8.0,8.0,37.43
20250602-131902,19680807,36690,0.02,0.04,4,40.08,208,162,0.709,7.474,8.492,10.839,308.0,285.0,0.004,47,8.0,8.0,37.43
20250602-131902,19680807,36690,0.02,0.04,4,42.6,157,232,0.422,8.474,8.492,10.839,308.0,285.0,0.004,47,7.000000000000001,8.0,37.43
20250602-131902,19680807,36690,0.02,0.04,4,45.09,144,134,0.362,9.474,8.492,10.839,308.0,285.0,0.004,47,7.000000000000001,8.0,37.43
20250602-131902,19680807,36690,0.02,0.04,4,47.6,103,227,0.0,10.474,11.043,13.307,524.0,299.0,0.0,60,6.0,9.0,46.43
20250602-131902,19680807,36690,0.02,0.04,4,50.12,413,70,1.0,10.474,11.043,13.307,524.0,299.0,0.0,60,6.0,9.0,46.43
20250602-131902,19680807,36690,0.02,0.04,4,52.61,396,139,0.0,12.474,11.043,13.307,524.0,299.0,0.0,53,5.0,9.0,46.43
20250602-131902,19680807,36690,0.02,0.04,4,55.11,456,168,1.0,12.474,11.583,15.88,528.0,310.0,0.227,49,6.0,11.0,55.07
20250602-131902,19680807,36690,0.02,0.04,4,57.62,443,111,0.54,13.474,11.583,15.88,528.0,310.0,0.227,47,5.0,11.0,55.07
20250602-131902,19680807,36690,0.02,0.04,4,60.12,425,188,0.665,14.474,10.231,15.88,493.0,310.0,0.348,44,5.0,11.0,55.07
20250602-131902,19680807,36690,0.02,0.04,4,62.62,365,250,0.0,15.474,11.255,18.528,521.0,318.0,0.346,40,5.0,13.0,60.5
20250602-131902,19680807,36690,0.02,0.04,4,65.13,439,170,0.0,16.474,11.255,18.528,521.0,318.0,0.346,40,4.0,13.0,60.5
20250602-131902,19680807,36690,0.02,0.04,4,67.63,490,61,1.0,16.474,11.526,21.26,512.0,333.0,0.389,34,4.0,14.000000000000002,65.89
20250602-131902,19680807,36690,0.02,0.04,4,70.14,490,254,0.152,17.474,11.312,24.17,525.0,354.0,0.324,46,6.0,16.0,69.23
20250602-131902,19680807,36690,0.02,0.04,4,72.65,392,180,0.0,18.474,10.501,24.17,484.0,354.0,0.259,41,5.0,16.0,69.23
20250602-131902,19680807,36690,0.02,0.04,4,75.16,416,172,0.0,19.474,13.128,27.048,532.0,370.0,0.259,44,7.000000000000001,18.0,72.77
20250602-131902,19680807,36690,0.02,0.04,4,77.66,341,129,1.0,19.474,13.128,27.048,532.0,370.0,0.259,44,7.000000000000001,18.0,72.77
20250602-131902,19680807,36690,0.02,0.04,4,80.16,362,61,1.0,20.474,13.128,27.048,532.0,370.0,0.259,45,7.000000000000001,18.0,72.77
20250602-131902,19680807,36690,0.02,0.04,4,82.66,347,248,0.263,21.474,13.541,30.205,525.0,389.0,0.198,59,9.0,20.0,82.26
