datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-131902,19680807,36690,0.02,0.04,4,85.17,427,114,0.035,22.474,13.541,30.205,525.0,389.0,0.198,51,8.0,20.0,82.26
20250602-131902,19680807,36690,0.02,0.04,4,87.68,423,304,0.168,23.474,12.287,30.205,471.0,389.0,0.155,50,8.0,20.0,82.26
20250602-131902,19680807,36690,0.02,0.04,4,90.19,480,144,0.0,24.474,15.012,33.316,543.0,406.0,0.153,46,9.0,22.0,87.84
20250602-131902,19680807,36690,0.02,0.04,4,92.69,424,95,0.0,25.474,15.872,36.654,604.0,418.0,0.112,52,11.0,24.0,91.35
20250602-131902,19680807,36690,0.02,0.04,4,95.2,385,227,0.544,25.474,15.872,36.654,604.0,418.0,0.112,52,11.0,24.0,91.35
20250602-131902,19680807,36690,0.02,0.04,4,97.69,359,221,0.0,26.474,18.841,40.022,696.0,427.0,0.069,69,13.0,26.0,96.43
20250602-131902,19680807,36690,0.02,0.04,4,100.21,562,230,0.748,26.474,18.841,40.022,696.0,427.0,0.069,69,13.0,26.0,96.43
20250602-131902,19680807,36690,0.02,0.04,4,102.71,672,199,0.0,27.474,17.841,40.022,653.0,427.0,0.194,69,13.0,26.0,96.43
20250602-131902,19680807,36690,0.02,0.04,4,105.21,630,140,0.0,28.474,21.823,43.538,702.0,436.0,0.194,59,13.0,28.000000000000004,103.13
20250602-131902,19680807,36690,0.02,0.04,4,107.73,689,297,0.0,29.474,21.823,43.538,702.0,436.0,0.194,55,12.0,28.000000000000004,103.13
20250602-131902,19680807,36690,0.02,0.04,4,110.22,683,61,1.0,29.474,21.202,47.137,703.0,459.0,0.354,52,12.0,30.0,108.47
20250602-131902,19680807,36690,0.02,0.04,4,112.73,663,104,0.0,31.474,21.202,47.137,703.0,459.0,0.354,52,12.0,30.0,108.47
20250602-131902,19680807,36690,0.02,0.04,4,115.23,751,212,0.337,31.474,21.202,47.137,703.0,459.0,0.354,52,12.0,30.0,108.47
20250602-131902,19680807,36690,0.02,0.04,4,117.74,696,179,0.0,32.474,19.326,50.826,686.0,477.0,0.439,53,12.0,33.0,116.72
20250602-131902,19680807,36690,0.02,0.04,4,120.24,756,265,0.0,33.474,20.451,54.766,688.0,487.0,0.35,65,17.0,35.0,120.02
20250602-131902,19680807,36690,0.02,0.04,4,122.75,459,141,0.838,33.474,20.451,54.766,688.0,487.0,0.35,65,17.0,35.0,120.02
20250602-131902,19680807,36690,0.02,0.04,4,125.26,456,274,0.0,34.474,19.608,54.766,640.0,487.0,0.303,61,17.0,35.0,120.02
20250602-131902,19680807,36690,0.02,0.04,4,126.21,364,162,0.719,34.474,28.184,58.53,830.0,507.0,0.302,100,25.0,37.0,126.21
