datetime_id,randseed,trial,Vmin,threshold,H,run_time,dozer_x,dozer_y,dozer_Qs,dozer_Qs_tot,washover_V_D,washover_V_ND,washover_A_D,washover_A_ND,lateral_disp,danger_score,crest_mu_D,crest_mu_ND,pulse_time
20250602-132120,19680807,16651,0.02,0.04,4,67.65,357,198,0.148,16.034,18.389,21.273,834.0,333.0,0.155,53,12.0,14.000000000000002,66.33
20250602-132120,19680807,16651,0.02,0.04,4,70.15,597,70,0.0,17.034,17.389,21.273,792.0,333.0,0.155,53,12.0,14.000000000000002,66.33
20250602-132120,19680807,16651,0.02,0.04,4,72.64,621,81,0.0,18.034,22.713,24.17,900.0,354.0,0.163,51,12.0,16.0,70.53
20250602-132120,19680807,16651,0.02,0.04,4,75.15,667,114,1.0,18.034,23.988,27.047,898.0,370.0,0.177,51,15.0,18.0,74.0
20250602-132120,19680807,16651,0.02,0.04,4,77.65,706,148,0.706,19.034,23.988,27.047,898.0,370.0,0.177,50,15.0,18.0,74.0
20250602-132120,19680807,16651,0.02,0.04,4,80.16,698,62,0.0,21.034,23.988,27.047,898.0,370.0,0.177,50,14.000000000000002,18.0,74.0
20250602-132120,19680807,16651,0.02,0.04,4,82.68,671,169,0.253,21.034,23.988,27.047,898.0,370.0,0.177,50,14.000000000000002,18.0,74.0
20250602-132120,19680807,16651,0.02,0.04,4,85.17,639,262,0.0,22.034,26.079,30.205,910.0,389.0,0.152,76,18.0,20.0,83.84
20250602-132120,19680807,16651,0.02,0.04,4,87.68,462,71,0.0,23.034,26.079,30.205,910.0,389.0,0.152,79,18.0,20.0,83.84
20250602-132120,19680807,16651,0.02,0.04,4,90.19,478,199,0.0,24.034,34.03,33.316,1016.0,406.0,0.135,97,20.0,22.0,90.08
20250602-132120,19680807,16651,0.02,0.04,4,92.69,474,212,0.0,25.034,34.03,33.316,1016.0,406.0,0.135,97,20.0,22.0,90.08
20250602-132120,19680807,16651,0.02,0.04,4,94.45,457,83,0.0,26.034,38.092,36.654,1024.0,418.0,0.191,100,21.0,24.0,94.45
